PR Number,Title,Created At,Updated At,State,Files Changed,Total Comments,Decision Time,URL,Type of Change,LOC Changed,Closed Date,url,users,author
69996,Add label support,2022-04-13 18:13:17+00:00,2024-02-17 17:03:09+00:00,closed,74,21,673,https://github.com/home-assistant/core/pull/69996,New feature (which adds functionality to an existing integration),10058,2024-02-16T16:17:18Z,https://github.com/home-assistant/core/pull/69996,"['probot-home-assistant[bot]', 'Kane610', 'fjufju', 'frenck', 'Mariusthvdb', 'emontnemery', 'bendavis78', 'roger-', 'johntdyer', 't3hk0d3', 'masi', 'bendikrb', 'sorenlouv']",frenck
