Review Comments,Average Time Gap (Hours)
1.0,206.227337962963
1.0,428.16259259259255
1.0,115.80240740740742
1.0,10.324644808743171
1.0,347.45756944444446
1.0,262.1455555555555
1.0,334.6352777777778
